Company Name,ROC registration number,Incorporation year,Industry group code,Industry type,NIC name,Main product/service group,NIC code,Size decile,ISIN code
Amines & Plasticizers Ltd.,02-1446,1973,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Ethanolamines,20119,Decile 3,INE275D01022
Andhra Petrochemicals Ltd.,Jan-35,1984,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Alcohols & their derivatives,20119,Decile 3,INE714B01016
Anjani Portland Cement Ltd.,11-265166,1983,1.01013E+14,1,"Manufacture of portland cement, aluminous cement, slag cement and similar hydraulic cement",Ordinary portland cement,23942,Decile 3,INE071F01012
Anjani Synthetics Ltd.,Apr-48,1984,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 3,INE364D01032
Anuh Pharma Ltd.,11-11586,1960,1.01012E+14,1,"Manufacture  of  medicinal  substances  used  in  the  manufacture  of pharmaceuticals: antibiotics, endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid, its salts and esters; glycosides and vegetable alkaloids; chemically pure suger etc.",Antibiotics,21001,Decile 3,INE489G01022
Apcotex Industries Ltd.,11-39199,1986,1.01012E+14,1,Manufacture of synthetic rubber in primary forms,Styrene butadiene latex,20132,Decile 3,INE116A01024
Archidply Industries Ltd.,25-8627,1995,1.01013E+14,1,Manufacture of ply wood and veneer sheets,Plywood,16211,Decile 3,INE877I01016
Arfin India Ltd.,04-17460,1992,1.01014E+14,1,Manufacture of Aluminium from alumina and by other methods and products of aluminium and alloys,Aluminium wire,24202,Decile 3,INE784R01015
Aries Agro Ltd.,11-14465,1969,1.01012E+14,1,Manufacture of fertilizers and nitrogen compounds,Fertilisers,2012,Decile 3,INE298I01015
Arihant Foundations & Housing Ltd.,18-22299,1992,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Housing real estate,41001,Decile 3,INE413D01011
Aro Granite Inds. Ltd.,55-31510,1988,1.01013E+14,1,Quarrying of granite,Granite,8102,Decile 3,INE210C01013
Asahi Industries Ltd.,11-73267,1993,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 3,INE745I01015
Asahi Songwon Colors Ltd.,04-14789,1990,1.01012E+14,1,Manufacture of dyes and pigments from any source in basic form or as concentrate,Pigments,20114,Decile 3,INE228I01012
Aseem Global Ltd.,55-16039,1983,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in non-ferrous metals & products,46620,Decile 3,INE439C01018
Ashima Ltd.,Apr-53,1982,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 3,INE440A01010
Asian Hotels (West) Ltd.,55-157518,2007,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 3,INE915K01010
Aspinwall & Co. Ltd.,09-1389,1920,1.01016E+14,1,Diversified,Diversified manufacturing,34,Decile 3,INE991I01015
Associated Alcohols & Breweries Ltd.,21-47211,1989,1.01011E+14,1,"Distilling, rectifying and blending of spirits; ethyl alcohol production from fermented materials",Ethyl alcohol (strength less than 80%) - (potable alcohol),1101,Decile 3,INE073G01016
Astec Lifesciences Ltd.,11-76236,1994,1.01012E+14,1,Manufacture of Chemicals and Chemical products,Chemicals & chemical products,20,Decile 3,INE563J01010
Atul Auto Ltd.,04-16999,1986,1.01015E+14,1,Manufacture of three-wheelers and their engine,Three wheelers,30912,Decile 3,INE951D01028
Aurionpro Solutions Ltd.,11-111637,1997,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 3,INE132H01018
Automobile Corpn. Of Goa Ltd.,24-400,1980,1.01015E+14,1,"Manufacture of bodies, including cabs for motor vehicles",Bus body,29201,Decile 3,INE451C01013
Automotive Stampings & Assemblies Ltd.,60-16314,1990,1.01015E+14,1,Manufacture of other attachments to motor vehicles n.e.c.,Auto sheet metals parts,29209,Decile 3,INE900C01027
Avance Technologies Ltd.,11-35210,1985,1.0104E+14,1,Wholesale of computers and computer peripheral equipment,Wholesale trade in computer systems and peripherals,46511,Decile 3,INE758A01056
B S L Ltd.,17-2266,1970,1.01012E+14,1,"Weaving, manufacturing of man-made fiber and man-made mixture fabrics.",Fabrics of blended synthetic filament yarns,13124,Decile 3,INE594B01012
Bajaj Steel Inds. Ltd.,11-11936,1961,1.01012E+14,1,Manufacture of plastics products,Plastic products,222,Decile 3,INE704G01016
Basant Agro Tech (India) Ltd.,11-58560,1990,1.01012E+14,1,"Manufacture of straight mixed, compound or complex inorganic fertilizers",NPK mixed fertilisers,20122,Decile 3,INE473E01021
Best & Crompton Engg. Ltd.,18-204,1956,1.01014E+14,1,"Manufacture of other pumps, compressors, taps and valves etc.",Pumps,28132,Decile 3,INE287A01015
Bhageria Industries Ltd.,11-52574,1989,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,H acid,20119,Decile 3,INE354C01027
Bhagyanagar India Ltd.,62-12449,1985,1.01014E+14,1,"Manufacture of Copper from ore, and other copper products and alloys",Electrolytic wire bars,24201,Decile 3,INE458B01036
Bharat Gears Ltd.,05-34365,1971,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Gears including crown wheels,29301,Decile 3,INE561C01019
Bharat Road Network Ltd.,21-112235,2006,1.01041E+14,1,Other land transport services n.e.c,Toll revenue,52219,Decile 3,INE727S01012
Bharat Wire Ropes Ltd.,11-40468,1986,1.01014E+14,1,Manufacture of wire of steel by cold drawing or stretching,Wires & ropes of iron & steel,24108,Decile 3,INE316L01019
Birla Cable Ltd.,Oct-90,1992,1.01014E+14,1,Manufacture of fibre optic cables for data transmission or live transmission of images,Fibre optic cables,27310,Decile 3,INE800A01015
Birla Cotsyn (India) Ltd.,Nov-29,1941,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 3,INE655I01024
Blue Coast Hotels Ltd.,24-3109,1992,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 3,INE472B01011
Burnpur Cement Ltd.,21-40831,1986,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 3,INE817H01014
C H D Developers Ltd.,55-41188,1990,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Housing real estate,41001,Decile 3,INE659B01021
C L Educate Ltd.,55-78481,1996,1.01042E+14,1,Education,Education,85,Decile 3,INE201M01011
C M I Ltd.,55-18031,1967,1.01014E+14,1,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)",Jelly filled cables,27320,Decile 3,INE981B01011
Camlin Fine Sciences Ltd.,11-75361,1993,1.01012E+14,1,Manufacture of Chemicals and Chemical products,Chemicals & chemical products,20,Decile 3,INE052I01032
Caplin Point Laboratories Ltd.,18-19053,1990,1.0104E+14,1,Wholesale of pharmaceutical and medical goods,"Wholesale trade in drugs, medicines & allied products",46497,Decile 3,INE475E01026
Career Point Ltd.,17-16272,2000,1.01042E+14,1,Higher education in engineering / other technical courses leading to a university degree or equivalent,Professional courses,85302,Decile 3,INE521J01018
Central Depository Services (India) Ltd.,11-112443,1997,1.02059E+14,2,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses",Depository / DP / DMAT services,64191,Decile 3,INE736A01011
Centum Electronics Ltd.,08-13869,1993,1.01014E+14,1,"Manufacture of bare printed circuit boards, loading of components onto printed circuit boards; Manufacture of interface cards (e.g. sound, video, controllers, network, modems)",Printed circuit boards,26104,Decile 3,INE320B01020
Chaman Lal Setia Exports Ltd.,16-15083,1994,1.01011E+14,1,Inorganic farming of non-basmati rice,Rice,1124,Decile 3,INE419D01026
Chembond Chemicals Ltd.,11-18235,1975,1.01012E+14,1,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)","Chemical & chemical products, nec",20299,Decile 3,INE995D01025
Cheviot Co. Ltd.,21-1409,1897,1.01012E+14,1,"Preparation and spinning of jute, mesta and other natural fibers including blended natural fibers n.e.c. *Blended yarn/fabrics means, yarn/fabrics containing more than 50% of one fiber.  ",Jute yarn,13119,Decile 3,INE974B01016
Chromatic India Ltd.,11-44447,1987,1.01012E+14,1,Manufacture of dyes and pigments from any source in basic form or as concentrate,Reactive dyes,20114,Decile 3,INE662C01015
Cigniti Technologies Ltd.,62-30081,1998,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 3,INE675C01017
Cmi F P E Ltd.,11-39921,1986,1.01014E+14,1,Manufacture of special-purpose machinery,Industrial machinery,282,Decile 3,INE515A01019
Coastal Corporation Ltd.,Jan-47,1981,1.01011E+14,1,Processing and preserving of fish crustacean and similar foods,Shrimps,10204,Decile 3,INE377E01016
Confidence Petroleum India Ltd.,11-79766,1994,1.01012E+14,1,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)",Liquefied petroleum gas (LPG),19209,Decile 3,INE552D01024
Cords Cable Inds. Ltd.,55-46092,1991,1.01014E+14,1,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)","Wires & cables, nec",27320,Decile 3,INE792I01017
D F M Foods Ltd.,55-52624,1993,1.01011E+14,1,Manufacture of cereal breakfast foods obtained by roasting or swelling cereal grains,"Roasted cereals, snacks & namkins",10616,Decile 3,INE456C01012
Datamatics Global Services Ltd.,11-45205,1987,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 3,INE365B01017
Deep Industries Ltd.,04-14833,1991,1.01042E+14,1,Rental and leasing activities,Renting services,77,Decile 3,INE677H01012
Deepak Spinners Ltd.,06-16465,1982,1.01012E+14,1,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn",Cellulose acetate yarn,20203,Decile 3,INE272C01013
Dhunseri Tea & Inds. Ltd.,21-85661,1997,1.01011E+14,1,Processing and blending of tea including Manufacture of instant tea,"Tea, processed",10791,Decile 3,INE341R01014
Dion Global Solutions Ltd.,55-58032,1994,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 3,INE991C01034
Dynamic Cables Ltd.,17-24139,2007,1.01014E+14,1,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)",Cables & other conductors,27320,Decile 3,INE600Y01019
E C E Industries Ltd.,55-8279,1945,1.01014E+14,1,"Manufacture of electric power distribution transformers, arc-welding transformers, fluorescent ballasts, transmission and distribution voltage regulators",Transformers,27102,Decile 3,INE588B01014
E I H Associated Hotels Ltd.,18-9903,1983,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 3,INE276C01014
Eastern Silk Inds. Ltd.,21-13554,1946,1.01012E+14,1,Finishing of silk and blended silk textiles.,Silk textiles,13132,Decile 3,INE962C01027
Edserv Softsystems Ltd.,18-46789,2001,1.01042E+14,1,Education,Education,85,Decile 3,INE889J01019
Eimco Elecon (India) Ltd.,Apr-74,1974,1.01014E+14,1,"Manufacture of boring, cutting, sinking and tunnelling machinery (whether or not for underground use)",Mining machinery,28242,Decile 3,INE158B01016
Elantas Beck India Ltd.,60-134746,1956,1.01013E+14,1,"Manufacture of paints and varnishes, enamels or lacquers",Wire enamel,20221,Decile 3,INE280B01018
Elgi Rubber Co. Ltd.,61-13144,2006,1.01012E+14,1,Manufacture of rubber products,Rubber & rubber products,221,Decile 3,INE819L01012
Empee Sugars & Chemicals Ltd.,Jan-91,1988,1.01016E+14,1,Diversified,Diversified,34,Decile 3,INE928B01012
Empower India Ltd.,11-23931,1981,1.0104E+14,1,Wholesale of software,Wholesale trade in readymade software products,46512,Decile 3,INE507F01023
Enkei Wheels (India) Ltd.,60-133702,2009,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Wheels/wheel rims,29301,Decile 3,INE130L01014
Euro Ceramics Ltd.,11-135548,2002,1.01013E+14,1,Manufacture of ceramic products n.e.c.,Ceramic tiles,23939,Decile 3,INE649H01011
F C S Software Solutions Ltd.,55-179154,1993,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 3,INE512B01022
Faze Three Ltd.,54-197,1985,1.01012E+14,1,Manufacture of carpets and other floor coverings made of cotton,Cotton durries,13931,Decile 3,INE963C01033
Foods & Inns Ltd.,11-13837,1967,1.01011E+14,1,"Manufacture of fruit or vegetable juices and their concentrates, squashes and powder",Fruit pulps,10304,Decile 3,INE976E01023
Foseco India Ltd.,60-11052,1958,1.01012E+14,1,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)",Miscellaneous chemicals,20299,Decile 3,INE519A01011
G M M Pfaudler Ltd.,04-1171,1962,1.01014E+14,1,Manufacture of other special-purpose machinery n.e.c.,Chemical machinery,28299,Decile 3,INE541A01023
G P Petroleums Ltd.,11-30372,1983,1.01012E+14,1,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals",Lube oils & lubricants,19201,Decile 3,INE586G01017
G R M Overseas Ltd.,55-64007,1995,1.01011E+14,1,Inorganic farming of non-basmati rice,Rice,1124,Decile 3,INE192H01012
G R P Ltd.,Apr-55,1974,1.01012E+14,1,Manufacture of other rubber products n.e.c.,Reclaimed rubber,22199,Decile 3,INE137I01015
G T N Industries Ltd.,62-54323,1962,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 3,INE537A01013
Gangotri Iron & Steel Co. Ltd.,Mar-29,1992,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Bars & rods,24105,Decile 3,INE437F01023
Gayatri Sugars Ltd.,62-20720,1995,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 3,INE622E01023
Geecee Ventures Ltd.,11-32170,1983,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 3,INE916G01016
Genus Paper & Boards Ltd.,20-48300,2012,1.01015E+14,1,Manufacture of other special purpose paper (excluding computer stationary),Kraft paper & paperboard,17015,Decile 3,INE949P01018
Goa Carbon Ltd.,24-76,1967,1.01012E+14,1,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)",Petroleum coke,19209,Decile 3,INE426D01013
Goenka Diamond & Jewels Ltd.,17-5651,1990,1.01013E+14,1,Working of diamonds and other precious and semi-precious stones including the working of industrial quality stones and synthetic or reconstructed precious or semi-precious stones,Diamonds,32112,Decile 3,INE516K01024
Golden Tobacco Ltd.,04-67605,1955,1.01011E+14,1,"Manufacture of cigarettes, cigarette tobacco",Cigarettes,12003,Decile 3,INE973A01010
Gopala Polyplast Ltd.,04-50560,1984,1.01012E+14,1,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)",Sacks & bags of polyethylene,22203,Decile 3,INE136C01036
Govind Rubber Ltd.,11-36320,1985,1.01015E+14,1,Manufacture of rubber tyres and tubes for cycles and cycle-rickshaws,Cycle tyres,22112,Decile 3,INE011C01015
Gravita India Ltd.,17-6870,1992,1.01014E+14,1,Manufacture of other non-ferrous metals n.e.c.,"Lead, refined",24209,Decile 3,INE024L01027
Gujarat Apollo Inds. Ltd.,Apr-42,1986,1.01014E+14,1,"Manufacture of other machinery for mining, quarrying and construction n.e.c.",Other construction machinery,28249,Decile 3,INE826C01016
H B Estate Developers Ltd.,05-34146,1994,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 3,INE640B01021
Harig Crankshafts Ltd.,20-26603,1983,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Crankshafts,29301,Decile 3,INE905C01026
Harita Seating Systems Ltd.,18-35293,1996,1.01015E+14,1,Manufacture of car seats,Auto seating systems,29303,Decile 3,INE939D01015
Hariyana Ship Breakers Ltd.,11-24774,1981,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in metals & metal products,46620,Decile 3,INE400G01011
Hemang Resources Ltd.,18-101885,1993,1.0104E+14,1,"Wholesale of solid, liquid and gaseous fuels and related products","Wholesale trade in coal,lignite and peat",46610,Decile 3,INE930A01010
High Ground Enterprise Ltd.,11-222681,1986,1.01042E+14,1,Architectural and engineering activities and related technical consultancy,Technical consultancy & engineering services,71100,Decile 3,INE361M01021
Himalaya Food Intl. Ltd.,55-47399,1992,1.01011E+14,1,Growing of mushrooms and truffles,Mushroom,1136,Decile 3,INE552B01010
Hind Aluminium Inds. Ltd.,11-43472,1987,1.01014E+14,1,Manufacture of Aluminium from alumina and by other methods and products of aluminium and alloys,Aluminium bars & rods,24202,Decile 3,INE227B01019
Hindustan Oil Exploration Co. Ltd.,04-29880,1983,1.0102E+14,1,Extraction of natural gas,Natural gas,620,Decile 3,INE345A01011
Hindustan Tin Works Ltd.,55-3006,1958,1.01014E+14,1,Manufacture of other non-ferrous metals n.e.c.,Tin container,24209,Decile 3,INE428D01019
Hira Ferro Alloys Ltd.,26-5837,1984,1.01014E+14,1,Manufacture of ferro-alloys,Ferro silico manganese,24104,Decile 3,INE573I01011
Hitech Corporation Ltd.,11-168235,1991,1.01012E+14,1,Manufacture of polymer/ synthetic / PVC water storage tanks,"Reservoirs, tanks, etc.",22208,Decile 3,INE120D01012
I M P Powers Ltd.,54-232,1961,1.01014E+14,1,"Manufacture of electric power distribution transformers, arc-welding transformers, fluorescent ballasts, transmission and distribution voltage regulators",Distribution transformers,27102,Decile 3,INE065B01013
Impex Ferro Tech Ltd.,21-71996,1995,1.01014E+14,1,Manufacture of ferro-alloys,Ferro alloys,24104,Decile 3,INE691G01015
India Nippon Electricals Ltd.,18-11021,1984,1.01015E+14,1,"Manufacture of motor vehicle electrical equipment, such as generators, alternators, spark plugs, ignition wiring harnesses, power window and door systems, assembly of purchased gauges into instrument panels, voltage regulators, etc.",Flywheel magnetos,29304,Decile 3,INE092B01025
Indian Energy Exchange Ltd.,55-277039,2007,1.02059E+14,2,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses",Fee based financial services,64191,Decile 3,INE022Q01012
Indian Sucrose Ltd.,16-10903,1990,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 3,INE557C01017
Indian Terrain Fashions Ltd.,18-73017,2009,1.01012E+14,1,"Manufacture of wearing apparel, except fur apparel",Apparels (Readymade garment),1410,Decile 3,INE611L01021
Indo- National Ltd.,18-6196,1972,1.01013E+14,1,"Manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese oxide, mercuric oxide silver oxide or other material",Dry cells,27201,Decile 3,INE567A01010
Infibeam Avenues Ltd.,04-61366,2010,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 3,INE483S01020
Inspirisys Solutions Ltd.,18-31736,1995,1.0104E+14,1,Wholesale of computers and computer peripheral equipment,Wholesale trade in computer systems and peripherals,46511,Decile 3,INE020G01017
J K Agri Genetics Ltd.,21-91286,2000,1.01011E+14,1,Seed processing for propagation,Hybrid seeds,1640,Decile 3,INE690O01011
J M T Auto Ltd.,55-270939,1987,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Gears including crown wheels,29301,Decile 3,INE988E01036
Jaihind Projects Ltd.,Apr-38,1985,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 3,INE343D01010
Jaybharat Textiles & Real Estate Ltd.,04-11553,1988,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 3,INE091E01039
Jeypore Sugar Co. Ltd.,18-11632,1985,1.01016E+14,1,Diversified,Diversified manufacturing,34,Decile 3,INE180E01014
Jocil Ltd.,Jan-60,1978,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Fatty acids,20119,Decile 3,INE839G01010
Jullundur Motor Agency (Delhi) Ltd.,05-33943,1948,1.0104E+14,1,Sale of motor vehicle parts and accessories,Wholesale trade in automobile ancillaries,45300,Decile 3,INE412C01015
K I C Metaliks Ltd.,21-41169,1986,1.01014E+14,1,"Manufacture of pig iron and spiegeleisen in pigs, blocks or other primary forms",Pig iron,24101,Decile 3,INE434C01019
K M Sugar Mills Ltd.,20-3492,1971,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 3,INE157H01023
K-Lifestyle & Industries Ltd.,54-35,1987,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 3,INE218A01028
Kabra Extrusion Technik Ltd.,11-28535,1982,1.01014E+14,1,Manufacture of machinery for working soft rubber or plastics or for the Manufacture of products of these materials,Rubber & plastic products machinery,28292,Decile 3,INE900B01029
Kakatiya Cement Sugar & Inds. Ltd.,62-2485,1979,1.01016E+14,1,Diversified,Diversified manufacturing,34,Decile 3,INE437B01014
Kallam Textiles Ltd.,01-13860,1992,1.01012E+14,1,Finishing of cotton and blended cotton textiles.,Cotton textiles,13131,Decile 3,INE629F01025
Kalyani Commercials Ltd.,55-21453,1985,1.0104E+14,1,"Wholesale and retail sale of new vehicles (passenger motor vehicles, ambulances, minibuses, jeeps, trucks, trailers and semi-trailers) ",Wholesale trade in automobiles,45101,Decile 3,INE610E01010
Kalyani Forge Ltd.,11-20959,1979,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Drive transmission & steering parts,29301,Decile 3,INE314G01014
Kamat Hotels (India) Ltd.,11-39307,1986,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 3,INE967C01018
Kavveri Telecom Products Ltd.,08-19627,1996,1.01015E+14,1,Manufacture of other electronic components n.e.c,Antennae for radios & TVs,26109,Decile 3,INE641C01019
Kaya Ltd.,11-139763,2003,1.01042E+14,1,Hospital activities,Medical & health services,86100,Decile 3,INE587G01015
Khaitan Chemicals & Fertilizers Ltd.,Oct-37,1982,1.01012E+14,1,Manufacture of other fertilizers n.e.c.,Single superphosphate,20129,Decile 3,INE745B01028
Khaitan Electricals Ltd.,Jan-49,1975,1.01016E+14,1,Diversified,Diversified,34,Decile 3,INE761A01019
Kingfa Science & Technology (India) Ltd.,18-10438,1983,1.01012E+14,1,Manufacture of other plastics products n.e.c.,"Other articles of plastics, nec",22209,Decile 3,INE473D01015
Kopran Ltd.,11-11078,1958,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 3,INE082A01010
Kothari Sugars & Chemicals Ltd.,18-4310,1960,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 3,INE419A01022
Kriti Industries (India) Ltd.,Oct-32,1990,1.01012E+14,1,Manufacture of other plastics products n.e.c.,"Tubes, pipes & hoses of poly vinyl chloride",22209,Decile 3,INE479D01038
Kriti Nutrients Ltd.,10-11245,1996,1.01011E+14,1,Manufacture of non-edible animal oil and fats,"Fats & oils, n.e.c.",10405,Decile 3,INE798K01010
Kushal Tradelink Ltd.,04-37472,2000,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 3,INE647N01021
L M L Ltd.,20-3612,1972,1.01015E+14,1,"Manufacture of motorcycles, scooters, mopeds etc. and their engine",Scooters,30911,Decile 3,INE862A01015
La Opala R G Ltd.,21-42512,1987,1.01013E+14,1,Manufacture of table or kitchen glassware,Kitchen glass wares,23105,Decile 3,INE059D01020
